company,address,address2,city,state,scf,zip,zip4,mailscore,sic1code,sic1,sic2code,sic2,sic3code,sic3,sic4code,sic4
SELF DAVID SHELTON,172 S RANCHO SANTA FE RD,,SAN MARCOS,CA,920,92078,2502,3,59429905,COMIC BOOKS,59479903,,,,,
SKY HIGH COMICS,172 S RANCHO SANTA FE RD,,SAN MARCOS,CA,920,92078,2502,3,59420000,BOOK STORES,59429905,COMIC BOOKS,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP",59999900,
BIG BROTHER COMICS,1722 J ST STE 2,,SACRAMENTO,CA,958,95811,3023,3,59429905,COMIC BOOKS,,,,,,
GALAXY OF COMICS,17306 SATICOY ST,,VAN NUYS,CA,914,91406,2435,3,59420000,BOOK STORES,59429905,COMIC BOOKS,,,,
PULP FICTION,1742 CLARK AVE,,LONG BEACH,CA,908,90815,3801,3,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",,,,
HEROES & VILLAINS COMICS,1752 E LUGONIA AVE,,REDLANDS,CA,923,92374,2730,4,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",,,,
DR CAINS COMICS AND GAMES,1775 OCEANAIRE CT,,SAN LUIS OBISPO,CA,934,93405,6832,3,59429905,COMIC BOOKS,,,,,,
PANACHE LETTERING STUDIOS,1799 DIAMOND SPRINGS LN,,BRENTWOOD,CA,945,94513,5804,3,59429905,COMIC BOOKS,,,,,,
THE COMIC BUG,1807 1/2 MANHATTAN BEACH BLVD,,MANHATTAN BCH,CA,902,90266,6221,3,59429905,COMIC BOOKS,73420000,DISINFECTING AND PEST CONTROL SERVICES,94000000,,,
WARZONE COMICS RECORDS ART ETC,1835 S HOPE ST,,LOS ANGELES,CA,900,90015,4101,3,59429905,COMIC BOOKS,78120000,MOTION PICTURE AND VIDEO PRODUCTION,,,,
CAFFEINATED COMICS LLC,1839 15TH ST APT 261,,SAN FRANCISCO,CA,941,94103,2277,3,59429905,COMIC BOOKS,,,,,,
ONEILL AUTOMATION & CONTROLS,184 S FAIRFIELD LN,,ORANGE,CA,928,92869,5907,3,59429905,COMIC BOOKS,,,,,,
CANDLELIGHT COMICS,1844 LAVALA LN,,EL CAJON,CA,920,92021,3635,3,59429905,COMIC BOOKS,,,,,,
AL'S COMIC SHOP,1847 PACIFIC AVE,,STOCKTON,CA,952,95204,5725,3,59420000,BOOK STORES,59429905,COMIC BOOKS,,,,
LEGEND COMICS & GAMES,1855 41ST AVE,,CAPITOLA,CA,950,95010,2511,4,59429905,COMIC BOOKS,,,,,,
TRINITY COMICS,18814 BROOKHURST ST,,FOUNTAIN VALLEY,CA,927,92708,7304,3,59429905,COMIC BOOKS,,,,,,
COMICS & COLLECTIBLES,1904 FRUITRIDGE RD,,SACRAMENTO,CA,958,95822,3115,3,59429905,COMIC BOOKS,,,,,,
COMIC NOTARY,1905 WESTMONT DR,,ALHAMBRA,CA,918,91803,2526,3,59429905,COMIC BOOKS,,,,,,
JEFF'S COMICS,1941 E PETUNIA ST,,GLENDORA,CA,917,91740,4639,3,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",,,,
A HIDDEN FORTRESS,1960 SEQUOIA AVE STE 9,,SIMI VALLEY,CA,930,93063,3176,3,59429905,COMIC BOOKS,,,,,,
COOL COMIX CO,19745 COLIMA RD,1588,ROWLAND HEIGHTS,CA,917,91748,3219,4,59429905,COMIC BOOKS,59610402,"COLLECTIBLES AND ANTIQUES, MAIL ORDER",,,,
FLIP SIDE,19801 VANOWEN ST STE I,,CANOGA PARK,CA,913,91306,3963,3,59429905,COMIC BOOKS,57350200,"RECORDS, AUDIO DISCS, AND TAPES",,,,
FLIP SIDE,19950 VENTURA BLVD,,WOODLAND HLS,CA,913,91364,2629,3,57350203,RECORDS,59429905,COMIC BOOKS,,,,
COMICS & STUFF,200 E VIA RANCHO PKWY,,ESCONDIDO,CA,920,92025,8006,4,79990000,"AMUSEMENT AND RECREATION, NEC",59429905,COMIC BOOKS,,,,
IMAGE COMICS,2001 CENTER ST STE 600,,BERKELEY,CA,947,94704,1226,3,59429905,COMIC BOOKS,,,,,,
COMICS-N-STUFF,2015 BIRCH RD STE 1215,,CHULA VISTA,CA,919,91915,2012,3,59429905,COMIC BOOKS,,,,,,
AZHAR AFSHAN,2021 ORESTES WAY,,CAMPBELL,CA,950,95008,2611,3,51929905,COMIC BOOKS,73899999,,,,,
FANTASTIC COMICS,2026 SHATTUCK AVE,,BERKELEY,CA,947,94704,1117,3,59429905,COMIC BOOKS,,,,,,
LIBRARY SALES & SERVICES,2026 SHATTUCK AVE,,BERKELEY,CA,947,94704,1117,3,59429905,COMIC BOOKS,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP",79999900,,,
SOUTHLAND COMICS,20409 OSAGE AVE APT A,,TORRANCE,CA,905,90503,2621,3,59429905,COMIC BOOKS,59420000,BOOK STORES,,,,
HIJINX COMICS,2050 LINCOLN AVE,,SAN JOSE,CA,951,95125,3449,3,59320000,USED MERCHANDISE STORES,59429905,COMIC BOOKS,,,,
GEEKERY,20609 GOPHER DR,,SONORA,CA,953,95370,9097,3,51929905,COMIC BOOKS,,,,,,
COLLECTORS CAVE,2072 UNION ST,,SAN FRANCISCO,CA,941,94123,4103,3,59470100,GIFTS AND NOVELTIES,59429905,COMIC BOOKS,,,,
MAJESTIX CCG,2075 NEWPORT BLVD STE 104,,COSTA MESA,CA,926,92627,2179,3,51929905,COMIC BOOKS,,,,,,
A COLLECTOR'S DREAM,21222 VENTURA BLVD,,WOODLAND HLS,CA,913,91364,2106,3,59470100,GIFTS AND NOVELTIES,59429905,COMIC BOOKS,,,,
KEY TECH COMIC INC,21250 CALIFA ST,,WOODLAND HILLS,CA,913,91367,5001,4,59429905,COMIC BOOKS,,,,,,
21ST CENTURY COMICS & TOYS,215 N HARBOR BLVD,,FULLERTON,CA,928,92832,1814,3,59429905,COMIC BOOKS,,,,,,
BAT COMICS & GAMES,218 BROADWAY ST,,CHICO,CA,959,95928,5320,3,59429905,COMIC BOOKS,,,,,,
OLD COMIC BOX,2189 FRESHWATER RD,,EUREKA,CA,955,95503,9562,3,59429905,COMIC BOOKS,,,,,,
POWER STATION GAMES FRESNO,220 E PASEO DEL CENTRO,,FRESNO,CA,937,93720,4321,3,59429905,COMIC BOOKS,,,,,,
SPENCER'S COMICS & CARDS,2209 TULIP RD,,SAN JOSE,CA,951,95128,1263,3,59429905,COMIC BOOKS,58120000,EATING PLACES,27210000,PERIODICALS,59420000,BOOK STORES
BIZARRO WORLD,223 E ST,,DAVIS,CA,956,95616,4523,3,59429905,COMIC BOOKS,,,,,,
BIG CHICKEN COMICS,2248 GLENN ST,,LOS OSOS,CA,934,93402,2320,3,59429905,COMIC BOOKS,,,,,,
GROUND ZERO CLOTHING AND BOARD,225 G ST,,DAVIS,CA,956,95616,4516,3,59429905,COMIC BOOKS,,,,,,
ETERNIA COMICS & TOYS,226 N MIRAMONTE AVE,,ONTARIO,CA,917,91764,4245,3,59429905,COMIC BOOKS,,,,,,
BRAVE NEW WORLD,22722 LYONS AVE STE 6,,NEWHALL,CA,913,91321,2875,3,59429905,COMIC BOOKS,59450200,TOYS AND GAMES,59320300,"BOOK STORES, SECONDHAND",73890000,"BUSINESS SERVICES, NEC"
DROMS COMIC & CARDS,231 G ST STE 4,,DAVIS,CA,956,95616,4568,3,59429905,COMIC BOOKS,,,,,,
CORN DOG COMICS,2313 FLORA CT,,BRENTWOOD,CA,945,94513,5632,3,59429905,COMIC BOOKS,,,,,,
AOK COMICS,23442 UNDERWOOD CIR,,MURRIETA,CA,925,92562,4800,3,59429905,COMIC BOOKS,,,,,,
ALAKAZAM COMICS,2350 MAIN ST,,IRVINE,CA,926,92614,6223,3,59429905,COMIC BOOKS,,,,,,
CARPET BOMB COMICS,2367 WOODACRE DR,,OCEANSIDE,CA,920,92056,3616,3,59429905,COMIC BOOKS,,,,,,
COMIC QUEST,23710 EL TORO RD,,LAKE FOREST,CA,926,92630,4711,3,59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",27210000,PERIODICALS,50920000,TOYS AND HOBBY GOODS AND SUPPLIES
COASTLINE COMICS,23725 BARONA MESA RD,,RAMONA,CA,920,92065,4337,3,59429905,COMIC BOOKS,,,,,,
RALPHS COMIC CORNER,2379 E MAIN ST,,VENTURA,CA,930,93003,2601,3,59429905,COMIC BOOKS,59320302,RARE BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59940000,NEWS DEALERS AND NEWSSTANDS
COMIC OUTPOST,2381 OCEAN AVE,,SAN FRANCISCO,CA,941,94127,2605,3,59429905,COMIC BOOKS,,,,,,
COMIC QUEST,23811 BRIDGER RD STE 100,,LAKE FOREST,CA,926,92630,3713,3,51929905,COMIC BOOKS,,,,,,
CARDZILLA COLLECTIBLES,23840 CRENSHAW BLVD,,TORRANCE,CA,905,90505,5209,3,59429905,COMIC BOOKS,59450104,"MODELS, TOY AND HOBBY",,,,
HARPER'S BIZARRE,2400 K ST,,BAKERSFIELD,CA,933,93301,4030,3,59320200,ANTIQUES,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,,
COMICS & STUFF,2435 E PLAZA BLVD,,NATIONAL CITY,CA,919,91950,5101,3,59429905,COMIC BOOKS,,,,,,
BIGREDSCOMICS.COM,250 W 235TH ST,,CARSON,CA,907,90745,5217,3,51929905,COMIC BOOKS,,,,,,
KEMP'S KOMICS & KARDS,2501 RUBIDOUX BLVD STE D,,RIVERSIDE,CA,925,92509,2127,3,59479901,GREETING CARDS,59429905,COMIC BOOKS,,,,
RYAN'S COMICS,25021 MADISON AVE STE 101,,MURRIETA,CA,925,92562,8957,3,59429905,COMIC BOOKS,,,,,,
COMICS N-STUFF,2525 EL CAMINO REAL,,CARLSBAD,CA,920,92008,1204,4,59420000,BOOK STORES,59429905,COMIC BOOKS,,,,
CONSTRUCTION MGMT & INSPECTION,254 CRANSTON CRST,,ESCONDIDO,CA,920,92025,7038,3,59429905,COMIC BOOKS,87420000,MANAGEMENT CONSULTING SERVICES,,,,
WE BUY COMIC BOOKS,2545 W GLENCREST AVE,,ANAHEIM,CA,928,92801,3134,3,51929905,COMIC BOOKS,,,,,,
COLLECTORS INK,2593 HIGHWAY 32,,CHICO,CA,959,95973,8633,3,59429905,COMIC BOOKS,59470105,NOVELTIES,,,,
COMIC VENDOR,2601 E VICTORIA ST,,COMPTON,CA,902,90220,6016,4,59429905,COMIC BOOKS,,,,,,
MEDIMAX USA INC,2601 WALNUT AVE,,TUSTIN,CA,927,92780,7005,3,59429905,COMIC BOOKS,,,,,,
TABLE TOPICS,2607 7TH ST STE F,,BERKELEY,CA,947,94710,2571,3,59429905,COMIC BOOKS,,,,,,
WORLDS BEST COMICS,2608 WATT AVE,,SACRAMENTO,CA,958,95821,6230,3,59429905,COMIC BOOKS,56990400,CUSTOMIZED CLOTHING AND APPAREL,,,,
JIHAE DESIGN AND PACKAGING,2635 TRIESTE WAY,,FULLERTON,CA,928,92833,2047,3,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",35650000,PACKAGING MACHINERY,,
HEROES AND VILLAINS COMICS,264 MAIN ST,,PLEASANTON,CA,945,94566,7323,3,59429905,COMIC BOOKS,,,,,,
PAPER HERO'S COMICS,26771 BOUQUET CANYON RD,,SANTA CLARITA,CA,913,91350,2358,3,59429905,COMIC BOOKS,,,,,,
ROCKET COMICS,27140 SHADEL RD,,SUN CITY,CA,925,92586,3320,3,59429905,COMIC BOOKS,,,,,,
DIAMOND COMIC DISTRIBUTORS AND,2725 EL CAMINO REAL,,SANTA CLARA,CA,950,95051,3000,4,59429905,COMIC BOOKS,,,,,,
UTOPIA COMICS,27530 NEWHALL RANCH RD,,VALENCIA,CA,913,91355,6045,4,59429905,COMIC BOOKS,,,,,,
BRIANS BOOKS,2767 EL CAMINO REAL,,SANTA CLARA,CA,950,95051,3005,3,59429905,COMIC BOOKS,59479903,,73229900,,,
SKETCH MAVEN,2784 HOMESTEAD RD,,SANTA CLARA,CA,950,95051,5353,3,59429905,COMIC BOOKS,,,,,,
PACIFIC COMIC EXCHANGE INC,28103 RIDGETHORNE CT,,RANCHO PALOS VERDES,CA,902,90275,3253,3,59429905,COMIC BOOKS,59320000,USED MERCHANDISE STORES,,,,
CRUSH COMICS,2869 CASTRO VALLEY BLVD,,CASTRO VALLEY,CA,945,94546,5505,3,59429905,COMIC BOOKS,,,,,,
NUCLEAR COMICS & SKATE SHOP,28985 GOLDEN LANTERN STE B107,,LAGUNA NIGUEL,CA,926,92677,1567,3,59429905,COMIC BOOKS,59419908,SKATEBOARDING EQUIPMENT,79990000,"AMUSEMENT AND RECREATION, NEC",59419908,SKATEBOARDING EQUIPMENT
RED SKY COMICS LLC,2930 MARDI GRAS CT,,ATWATER,CA,953,95301,2116,3,59429905,COMIC BOOKS,,,,,,
DREAM WORLD COMICS,2955 COCHRAN ST STE B201,,SIMI VALLEY,CA,930,93065,2765,3,59429905,COMIC BOOKS,,,,,,
COSMIC COMICS & SPORTSCARDS,2975 FAIRVIEW RD,,COSTA MESA,CA,926,92626,4117,3,59429905,COMIC BOOKS,,,,,,
FLYING COLORS COMICS & OTHER,2980 TREAT BLVD,,CONCORD,CA,945,94518,3603,3,59429905,COMIC BOOKS,59479903,,59470104,GIFT SHOP,59470105,NOVELTIES
RUDY'S SPORTS CARDS,2990 DEL ROSA AVE STE H,,SN BERNRDNO,CA,924,92404,3265,3,59479903,,59429905,COMIC BOOKS,,,,
BEACH BALL COMICS,3024 W BALL RD STE G,,ANAHEIM,CA,928,92804,3881,3,59429905,COMIC BOOKS,,,,,,
JOES MUSIC & VIDEO GAMES,303 HIGUERA ST,,SAN LUIS OBISPO,CA,934,93401,4209,3,59429905,COMIC BOOKS,,,,,,
HOBBY MONKEY,3031 STANFORD RANCH RD,,ROCKLIN,CA,957,95765,5554,4,59429905,COMIC BOOKS,,,,,,
COMIX EXPERIENCE,305 DIVISADERO ST,,SAN FRANCISCO,CA,941,94117,2208,3,59429905,COMIC BOOKS,,,,,,
ESCAPISTS COMIC BOOKSTORE,3090 CLAREMONT AVE,,BERKELEY,CA,947,94705,2630,3,59429905,COMIC BOOKS,,,,,,
COLLECTORS ASYLUM,31143 VIA COLINAS,,WESTLAKE VLG,CA,913,91362,3932,4,59429905,COMIC BOOKS,,,,,,
I WILL DESTROY YOU COMIC BOOKS,3152 LA CLEDE AVE,,LOS ANGELES,CA,900,90039,2445,3,51929905,COMIC BOOKS,,,,,,
BLACK SHEEP COMICS,31702 TREVOR AVE,,HAYWARD,CA,945,94544,7757,3,59429905,COMIC BOOKS,,,,,,
CAFFINATED COMICS CO,3188 MISSION ST,,SAN FRANCISCO,CA,941,94110,4504,3,59429905,COMIC BOOKS,,,,,,
COMIC ODYSSEY,319 S ARROYO PKWY STE 3,,PASADENA,CA,911,91105,2547,3,59429905,COMIC BOOKS,,,,,,
PLANET X,3216 GLENDALE GALLERIA,,GLENDALE,CA,912,91210,3201,3,50920210,VIDEO GAMES,59429905,COMIC BOOKS,,,,
COMICS MY WAY,3241 E LANDEN ST,,CAMARILLO,CA,930,93010,3856,3,59429905,COMIC BOOKS,,,,,,
WILD OAK,328 OAK ST,,RED BLUFF,CA,960,96080,3305,3,59429905,COMIC BOOKS,59440000,JEWELRY STORES,,,,
METAL BOX COMICS,33 BUNKER HL,,IRVINE,CA,926,92620,2511,3,59429905,COMIC BOOKS,,,,,,
VANDAELES SHAUN COMICS,3301 JUPITER DR,,SACRAMENTO,CA,958,95827,2927,3,59429905,COMIC BOOKS,27210000,PERIODICALS,59999900,,,
RED BLUFF GAMES & COMICS,331 PINE ST,,RED BLUFF,CA,960,96080,3311,3,59429905,COMIC BOOKS,,,,,,
COMIC CATASTROPHE,33122 ELISA DR,,DANA POINT,CA,926,92629,1022,3,59429905,COMIC BOOKS,,,,,,
ALAKAZAM COMICS,333 E 17TH ST,,COSTA MESA,CA,926,92627,3220,4,59429905,COMIC BOOKS,,,,,,
VILLAINOUS LAIR COMICS,3371 ADAMS AVE,,SAN DIEGO,CA,921,92116,1823,3,59429905,COMIC BOOKS,,,,,,
COMIC ODYSSEY OF SAN DIEGO,3400 E 8TH ST STE 106,,NATIONAL CITY,CA,919,91950,3168,3,59429905,COMIC BOOKS,,,,,,
REAL LIFE COMICS,3500 DATA DR APT 272,,RANCHO CORDOVA,CA,956,95670,7951,3,51929905,COMIC BOOKS,,,,,,
MISSION COMICS & ART,3520 20TH ST,,SAN FRANCISCO,CA,941,94110,2484,4,59429905,COMIC BOOKS,,,,,,
COMIC TREK,35249 RAMSGATE DR,,NEWARK,CA,945,94560,1442,3,59429905,COMIC BOOKS,,,,,,
COMICS & STUFF,353 3RD AVE,,CHULA VISTA,CA,919,91910,3929,4,59429905,COMIC BOOKS,,,,,,
CALIFORNIA COMIC,355 S WESTERN AVE,,LOS ANGELES,CA,900,90020,3804,3,59429905,COMIC BOOKS,,,,,,
MICHAEL LORIN COMIC,35516 DANTE PL,,FREMONT,CA,945,94536,3345,3,59429905,COMIC BOOKS,,,,,,
COSMIC COMIX,360 ELM AVE,,AUBURN,CA,956,95603,4525,3,59429905,COMIC BOOKS,,,,,,
I E COMICS & GAMES,3603 W FLORIDA AVE,,HEMET,CA,925,92545,3514,3,59429905,COMIC BOOKS,59470104,GIFT SHOP,,,,
THE COMIC GALLERY,3605 LIGGETT DR,,SAN DIEGO,CA,921,92106,2154,3,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59429905,COMIC BOOKS,50920200,TOYS AND GAMES,39440000,"GAMES, TOYS, AND CHILDREN'S VEHICLES"
NONPAREIL COMICS LLC,3634 MOUNT VERNON DR,,LOS ANGELES,CA,900,90008,4926,3,59429905,COMIC BOOKS,,,,,,
MC COMIC CONSOLIDATION IN,3639 MIDWAY DR STE B,,SAN DIEGO,CA,921,92110,5254,3,59429905,COMIC BOOKS,,,,,,
LAFAYETTE PUBLISHING COMPANY,3645 ROBERTSON RD,,LAFAYETTE,CA,945,94549,4216,3,51929905,COMIC BOOKS,,,,,,
COMIC JUMPS,370 INDUSTRIAL RD STE J,,SAN CARLOS,CA,940,94070,6291,3,59429905,COMIC BOOKS,,,,,,
CHRIS'S COMICS,37120 MAPLE ST # A,,FREMONT,CA,945,94536,4845,3,59429905,COMIC BOOKS,,,,,,
SECRET HEADQUARTERS LLC,3817 W SUNSET BLVD,,LOS ANGELES,CA,900,90026,1529,3,59429905,COMIC BOOKS,,,,,,
TOBICO LLC,382 49TH ST,,OAKLAND,CA,946,94609,2237,3,59429905,COMIC BOOKS,,,,,,
MIRACLE COMICS,3858 HANCOCK DR,,SANTA CLARA,CA,950,95051,5809,3,59429905,COMIC BOOKS,,,,,,
KRIER'S CARDS & COMICS,3900 PELANDALE AVE STE 305,,MODESTO,CA,953,95356,9103,3,27599916,READY PRINTS,59429905,COMIC BOOKS,,,,
COMIC & FIGURE ADDICTS,3902 SMITH ST,,UNION CITY,CA,945,94587,2616,3,59429905,COMIC BOOKS,,,,,,
CARTOON MANIA,3959 WILSHIRE BLVD STE A211,,LOS ANGELES,CA,900,90010,3332,3,59429905,COMIC BOOKS,73360000,COMMERCIAL ART AND GRAPHIC DESIGN,,,,
MANWACAFE CARTOONMANIA,3959 WILSHIRE BLVD STE A211,,LOS ANGELES,CA,900,90010,3332,3,59429905,COMIC BOOKS,58120000,EATING PLACES,72210000,"PHOTOGRAPHIC STUDIOS, PORTRAIT",,
CURRENT COMICS,400 LIGHTHOUSE AVE,,MONTEREY,CA,939,93940,1421,3,59429905,COMIC BOOKS,,,,,,
MELROSE MUSIC & COMICS,401 S SYCAMORE AVE,,LOS ANGELES,CA,900,90036,3505,3,59429905,COMIC BOOKS,,,,,,
KACHI,401 S VERMONT AVE STE 20,,LOS ANGELES,CA,900,90020,1984,3,59429905,COMIC BOOKS,,,,,,
MADDOGSTEVE,4014 CHICO AVE,,SANTA ROSA,CA,954,95407,6504,3,59429905,COMIC BOOKS,,,,,,
LLOYDS COMIC AND CARDS,402 INGALLS ST,,SANTA CRUZ,CA,950,95060,5800,4,59429905,COMIC BOOKS,,,,,,
TOP CITY & COMIC,406 BARBER LN,,MILPITAS,CA,950,95035,7914,3,59470104,GIFT SHOP,59429905,COMIC BOOKS,,,,
EMERALD KNIGHTS COMICS & GAMES,4116 W BURBANK BLVD,,BURBANK,CA,915,91505,2121,3,59429905,COMIC BOOKS,,,,,,
KINGS COMIC & CARD SHOP,420 N GLENOAKS BLVD,,BURBANK,CA,915,91502,1120,3,59429905,COMIC BOOKS,59470105,NOVELTIES,,,,
HORIZON COMICS,42156 10TH ST W STE I,,LANCASTER,CA,935,93534,7064,3,59429905,COMIC BOOKS,,,,,,
ALAKAZAM COMICS,4237 CAMPUS DR STE B162,,IRVINE,CA,926,92612,4641,3,59429905,COMIC BOOKS,,,,,,
COMICS INK,4267 OVERLAND AVE,,CULVER CITY,CA,902,90230,3754,3,59429905,COMIC BOOKS,,,,,,
GROUND ZERO,42741 45TH ST W STE B,,QUARTZ HILL,CA,935,93536,4200,3,73780000,COMPUTER MAINTENANCE AND REPAIR,59429905,COMIC BOOKS,,,,
VISIONCOMIX,430 STEINER ST APT 6,,SAN FRANCISCO,CA,941,94117,2554,3,59429905,COMIC BOOKS,,,,,,
TOTORRO GAME COMIC BOOKS,4325 MOORPARK AVE STE B,,SAN JOSE,CA,951,95129,2076,3,59429905,COMIC BOOKS,,,,,,
JANG TU COMICS,4390 TELEGRAPH AVE,,OAKLAND,CA,946,94609,2054,4,59429905,COMIC BOOKS,,,,,,
BASES CARDS & COMICS,43945 12TH ST W APT 106,,LANCASTER,CA,935,93534,5222,3,59429905,COMIC BOOKS,59470100,GIFTS AND NOVELTIES,59999900,,59450000,"HOBBY, TOY, AND GAME SHOPS"
CURSORS INC,4570 CAMPUS DR,,NEWPORT BEACH,CA,926,92660,8809,4,59429905,COMIC BOOKS,87480000,"BUSINESS CONSULTING, NEC",,,,
RIVER CITY COMICS & GAMES,4740 NATOMAS BLVD STE 130,,SACRAMENTO,CA,958,95835,2500,3,59429905,COMIC BOOKS,,,,,,
INVINCIBLE INK,476 BEAUMONT GLN APT 225,,ESCONDIDO,CA,920,92026,4926,3,51929905,COMIC BOOKS,,,,,,
BREWHOUSE COMICS,4824 SATSUMA AVE APT 10,,NORTH HOLLYWOOD,CA,916,91601,5152,3,59429905,COMIC BOOKS,,,,,,
E-COMIC BRANDING INC,4909 VIA BELLA,,NEWBURY PARK,CA,913,91320,6864,3,59429905,COMIC BOOKS,,,,,,
SCALES ENTERPRISES,4971 DAWSON DR,,OAKLEY,CA,945,94561,1916,3,59479903,,59429905,COMIC BOOKS,,,,
GALACTIC COMICS,4981 NEWPORT AVE,,SAN DIEGO,CA,921,92107,3112,3,59429905,COMIC BOOKS,,,,,,
COMIC QUEST,5 E CITRUS AVE STE 101,,REDLANDS,CA,923,92373,4736,3,59429905,COMIC BOOKS,59479903,,27210000,PERIODICALS,,
THANK YOU COMICS,5011 YORK BLVD,,LOS ANGELES,CA,900,90042,1713,3,59429905,COMIC BOOKS,,,,,,
TREASURE ISLAND COMICS,5018 MOWRY AVE,,FREMONT,CA,945,94538,1045,3,59429905,COMIC BOOKS,53990000,MISCELLANEOUS GENERAL MERCHANDISE STORES,,,,
DROMS COMICS & CARDS,505 MAIN ST,,WOODLAND,CA,956,95695,3433,3,59429905,COMIC BOOKS,,,,,,
IDW PUBLISHING,5080 SANTA FE ST,,SAN DIEGO,CA,921,92109,1609,3,59429905,COMIC BOOKS,,,,,,
BIGGY'S COMICS & GAMES,5110 WESTMINSTER AVE STE F,,SANTA ANA,CA,927,92703,1164,3,59429905,COMIC BOOKS,,,,,,
BLASTOFF COMICS,5118 LANKERSHIM BLVD,,N HOLLYWOOD,CA,916,91601,3717,3,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",59470100,GIFTS AND NOVELTIES,,
BOLD FUTURE COMICS & GAMES,52 MISSION CIR,,SANTA ROSA,CA,954,95409,5369,4,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP",59429905,COMIC BOOKS,59450203,"GAMES (CHESS, BACKGAMMON, AND OTHER DURABLE GAMES)",59999900,
NEWAGE BOOKS INC,529 E VALLEY BLVD,,SAN GABRIEL,CA,917,91776,3668,4,59429905,COMIC BOOKS,,,,,,
A-1 COMICS,5361 AUBURN BLVD,,SACRAMENTO,CA,958,95841,2805,3,59429905,COMIC BOOKS,59450000,"HOBBY, TOY, AND GAME SHOPS",,,,
MADD JACK COMICS-COLLECTABLES,539 W SIMPSON AVE,,FRESNO,CA,937,93705,4037,3,59429905,COMIC BOOKS,,,,,,
COMIC INVASION INC,5395 NAPA ST,,SAN DIEGO,CA,921,92110,2647,4,59429905,COMIC BOOKS,,,,,,
S C COMICS,540 DOUGLASS ST,,SAN FRANCISCO,CA,941,94114,2728,3,59429905,COMIC BOOKS,,,,,,
STANLEY H TEACH,5439 CLAYTON RD,,CLAYTON,CA,945,94517,1086,4,59479903,,59429905,COMIC BOOKS,,,,
A COMIC CITY,545 E VINE AVE,,WEST COVINA,CA,917,91790,5102,3,59429905,COMIC BOOKS,59999900,,59470000,"GIFT, NOVELTY, AND SOUVENIR SHOP",59320200,ANTIQUES
THE COMIC LOUNGE,547 L ST,,SACRAMENTO,CA,958,95814,3318,3,58130103,COCKTAIL LOUNGE,59429905,COMIC BOOKS,79990000,"AMUSEMENT AND RECREATION, NEC",,
COMICS-N-STUFF,555 BROADWAY STE 2027,,CHULA VISTA,CA,919,91910,5347,3,59429905,COMIC BOOKS,,,,,,
AMAZING COMICS & CARDS,5555 E STEARNS ST STE 102,,LONG BEACH,CA,908,90815,3100,3,59429905,COMIC BOOKS,59479903,,59470100,GIFTS AND NOVELTIES,,
COMIC KING STORES,556 W LAS TUNAS DR,,SAN GABRIEL,CA,917,91776,1111,3,59429905,COMIC BOOKS,59320300,"BOOK STORES, SECONDHAND",54110000,GROCERY STORES,,
CRAZY FREDS,5575 BALTIMORE DR STE 107,,LA MESA,CA,919,91942,1724,3,59429905,COMIC BOOKS,,,,,,
COMICS BOOKS & STUFFS,5632 OAK DR,,LA PALMA,CA,906,90623,1328,3,51929905,COMIC BOOKS,,,,,,
T M C CARDS AND COMICS,5657 STOCKTON BLVD,,SACRAMENTO,CA,958,95824,1611,3,59429905,COMIC BOOKS,,,,,,
COMICS & STUFF,570 HORTON PLZ,,SAN DIEGO,CA,921,92101,6125,3,59429905,COMIC BOOKS,,,,,,
COMIC CITY AND COLLECTIBLES,5703 E BEVERLY BLVD,,LOS ANGELES,CA,900,90022,2823,3,59429905,COMIC BOOKS,,,,,,
COMICS COLLECTIVE SHOP,574 E EL CAMINO REAL,,SUNNYVALE,CA,940,94087,1940,3,59429905,COMIC BOOKS,,,,,,
METRO ENTERTAINMENT,6 W ANAPAMU ST,,SANTA BARBARA,CA,931,93101,3108,3,59450103,"HOBBIES, NEC",59429905,COMIC BOOKS,,,,
ADVENTURES IN COMICS & GAMES,6026 FAIR OAKS BLVD,,CARMICHAEL,CA,956,95608,4817,3,59429905,COMIC BOOKS,,,,,,
FLIGHT COMICS LLC,6059 VIA REGLA,,SAN DIEGO,CA,921,92122,3916,3,59429905,COMIC BOOKS,,,,,,
BIG STEVE'S COMIC KITCHEN,606 MISSION AVE,,OCEANSIDE,CA,920,92054,2832,3,59429905,COMIC BOOKS,,,,,,
GAMERS CIRCLE COMICS,608 E BIDWELL ST STE B,,FOLSOM,CA,956,95630,4212,3,59429905,COMIC BOOKS,,,,,,
